[LINE:2]# [2019-10-11 15:39:00,791]  Started
[LINE:14]# [2019-10-11 18:05:00,184]  Ошибка SGDClassifier: 13.58% with params {'loss': 'perceptron', 'penalty': 'l1', 'learning_rate': 'constant', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:05:09,542]  Ошибка SGDClassifier: 40.52% with params {'loss': 'perceptron', 'penalty': 'l1', 'learning_rate': 'constant', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:05:18,900]  Ошибка SGDClassifier: 16.61% with params {'loss': 'perceptron', 'penalty': 'l1', 'learning_rate': 'constant', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:05:28,259]  Ошибка SGDClassifier: 19.75% with params {'loss': 'perceptron', 'penalty': 'l1', 'learning_rate': 'constant', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:05:37,626]  Ошибка SGDClassifier: 14.91% with params {'loss': 'perceptron', 'penalty': 'l1', 'learning_rate': 'optimal', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:05:46,991]  Ошибка SGDClassifier: 14.84% with params {'loss': 'perceptron', 'penalty': 'l1', 'learning_rate': 'optimal', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:05:56,347]  Ошибка SGDClassifier: 20.90% with params {'loss': 'perceptron', 'penalty': 'l1', 'learning_rate': 'optimal', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:06:05,703]  Ошибка SGDClassifier: 45.10% with params {'loss': 'perceptron', 'penalty': 'l1', 'learning_rate': 'optimal', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:06:15,075]  Ошибка SGDClassifier: 26.10% with params {'loss': 'perceptron', 'penalty': 'l1', 'learning_rate': 'invscaling', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:06:24,445]  Ошибка SGDClassifier: 21.68% with params {'loss': 'perceptron', 'penalty': 'l1', 'learning_rate': 'invscaling', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:06:33,814]  Ошибка SGDClassifier: 12.99% with params {'loss': 'perceptron', 'penalty': 'l1', 'learning_rate': 'invscaling', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:06:43,184]  Ошибка SGDClassifier: 21.19% with params {'loss': 'perceptron', 'penalty': 'l1', 'learning_rate': 'invscaling', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:06:52,536]  Ошибка SGDClassifier: 14.73% with params {'loss': 'perceptron', 'penalty': 'l1', 'learning_rate': 'adaptive', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:07:01,889]  Ошибка SGDClassifier: 23.59% with params {'loss': 'perceptron', 'penalty': 'l1', 'learning_rate': 'adaptive', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:07:11,241]  Ошибка SGDClassifier: 21.82% with params {'loss': 'perceptron', 'penalty': 'l1', 'learning_rate': 'adaptive', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:07:20,594]  Ошибка SGDClassifier: 20.20% with params {'loss': 'perceptron', 'penalty': 'l1', 'learning_rate': 'adaptive', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:07:29,975]  Ошибка SGDClassifier: 9.28% with params {'loss': 'perceptron', 'penalty': 'elasticnet', 'learning_rate': 'constant', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:07:39,351]  Ошибка SGDClassifier: 13.91% with params {'loss': 'perceptron', 'penalty': 'elasticnet', 'learning_rate': 'constant', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:07:48,740]  Ошибка SGDClassifier: 13.91% with params {'loss': 'perceptron', 'penalty': 'elasticnet', 'learning_rate': 'constant', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:07:58,122]  Ошибка SGDClassifier: 9.70% with params {'loss': 'perceptron', 'penalty': 'elasticnet', 'learning_rate': 'constant', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:08:07,489]  Ошибка SGDClassifier: 14.12% with params {'loss': 'perceptron', 'penalty': 'elasticnet', 'learning_rate': 'optimal', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:08:16,865]  Ошибка SGDClassifier: 12.64% with params {'loss': 'perceptron', 'penalty': 'elasticnet', 'learning_rate': 'optimal', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:08:26,230]  Ошибка SGDClassifier: 13.48% with params {'loss': 'perceptron', 'penalty': 'elasticnet', 'learning_rate': 'optimal', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:08:35,590]  Ошибка SGDClassifier: 9.72% with params {'loss': 'perceptron', 'penalty': 'elasticnet', 'learning_rate': 'optimal', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:08:45,073]  Ошибка SGDClassifier: 10.52% with params {'loss': 'perceptron', 'penalty': 'elasticnet', 'learning_rate': 'invscaling', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:08:54,523]  Ошибка SGDClassifier: 9.94% with params {'loss': 'perceptron', 'penalty': 'elasticnet', 'learning_rate': 'invscaling', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:09:03,994]  Ошибка SGDClassifier: 9.66% with params {'loss': 'perceptron', 'penalty': 'elasticnet', 'learning_rate': 'invscaling', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:09:13,442]  Ошибка SGDClassifier: 10.17% with params {'loss': 'perceptron', 'penalty': 'elasticnet', 'learning_rate': 'invscaling', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:09:22,816]  Ошибка SGDClassifier: 17.64% with params {'loss': 'perceptron', 'penalty': 'elasticnet', 'learning_rate': 'adaptive', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:09:32,202]  Ошибка SGDClassifier: 8.79% with params {'loss': 'perceptron', 'penalty': 'elasticnet', 'learning_rate': 'adaptive', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:09:41,580]  Ошибка SGDClassifier: 13.62% with params {'loss': 'perceptron', 'penalty': 'elasticnet', 'learning_rate': 'adaptive', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:09:50,972]  Ошибка SGDClassifier: 14.49% with params {'loss': 'perceptron', 'penalty': 'elasticnet', 'learning_rate': 'adaptive', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:09:59,890]  Ошибка SGDClassifier: 8.71% with params {'loss': 'squared_loss', 'penalty': 'none', 'learning_rate': 'constant', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:10:08,820]  Ошибка SGDClassifier: 22.27% with params {'loss': 'squared_loss', 'penalty': 'none', 'learning_rate': 'constant', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:10:17,746]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'none', 'learning_rate': 'constant', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:10:26,665]  Ошибка SGDClassifier: 8.13% with params {'loss': 'squared_loss', 'penalty': 'none', 'learning_rate': 'constant', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:10:35,580]  Ошибка SGDClassifier: 12.87% with params {'loss': 'squared_loss', 'penalty': 'none', 'learning_rate': 'optimal', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:10:44,501]  Ошибка SGDClassifier: 38.48% with params {'loss': 'squared_loss', 'penalty': 'none', 'learning_rate': 'optimal', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:10:53,424]  Ошибка SGDClassifier: 51.91% with params {'loss': 'squared_loss', 'penalty': 'none', 'learning_rate': 'optimal', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:11:02,345]  Ошибка SGDClassifier: 25.16% with params {'loss': 'squared_loss', 'penalty': 'none', 'learning_rate': 'optimal', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:11:11,279]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'none', 'learning_rate': 'invscaling', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:11:20,229]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'none', 'learning_rate': 'invscaling', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:11:29,155]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'none', 'learning_rate': 'invscaling', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:11:38,091]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'none', 'learning_rate': 'invscaling', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:11:47,008]  Ошибка SGDClassifier: 8.79% with params {'loss': 'squared_loss', 'penalty': 'none', 'learning_rate': 'adaptive', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:11:55,926]  Ошибка SGDClassifier: 22.18% with params {'loss': 'squared_loss', 'penalty': 'none', 'learning_rate': 'adaptive', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:12:04,842]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'none', 'learning_rate': 'adaptive', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:12:13,795]  Ошибка SGDClassifier: 8.13% with params {'loss': 'squared_loss', 'penalty': 'none', 'learning_rate': 'adaptive', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:12:22,720]  Ошибка SGDClassifier: 10.40% with params {'loss': 'squared_loss', 'penalty': 'l2', 'learning_rate': 'constant', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:12:31,649]  Ошибка SGDClassifier: 23.59% with params {'loss': 'squared_loss', 'penalty': 'l2', 'learning_rate': 'constant', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:12:40,569]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'l2', 'learning_rate': 'constant', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:12:49,496]  Ошибка SGDClassifier: 9.56% with params {'loss': 'squared_loss', 'penalty': 'l2', 'learning_rate': 'constant', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:12:58,429]  Ошибка SGDClassifier: 10.34% with params {'loss': 'squared_loss', 'penalty': 'l2', 'learning_rate': 'optimal', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:13:07,357]  Ошибка SGDClassifier: 9.84% with params {'loss': 'squared_loss', 'penalty': 'l2', 'learning_rate': 'optimal', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:13:16,294]  Ошибка SGDClassifier: 9.66% with params {'loss': 'squared_loss', 'penalty': 'l2', 'learning_rate': 'optimal', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:13:25,220]  Ошибка SGDClassifier: 10.17% with params {'loss': 'squared_loss', 'penalty': 'l2', 'learning_rate': 'optimal', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:13:34,142]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'l2', 'learning_rate': 'invscaling', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:13:43,074]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'l2', 'learning_rate': 'invscaling', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:13:52,031]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'l2', 'learning_rate': 'invscaling', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:14:00,974]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'l2', 'learning_rate': 'invscaling', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:14:09,893]  Ошибка SGDClassifier: 10.94% with params {'loss': 'squared_loss', 'penalty': 'l2', 'learning_rate': 'adaptive', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:14:18,816]  Ошибка SGDClassifier: 23.65% with params {'loss': 'squared_loss', 'penalty': 'l2', 'learning_rate': 'adaptive', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:14:27,746]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'l2', 'learning_rate': 'adaptive', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:14:36,678]  Ошибка SGDClassifier: 10.12% with params {'loss': 'squared_loss', 'penalty': 'l2', 'learning_rate': 'adaptive', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:14:46,366]  Ошибка SGDClassifier: 14.89% with params {'loss': 'squared_loss', 'penalty': 'l1', 'learning_rate': 'constant', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:14:56,086]  Ошибка SGDClassifier: 25.72% with params {'loss': 'squared_loss', 'penalty': 'l1', 'learning_rate': 'constant', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:15:05,765]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'l1', 'learning_rate': 'constant', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:15:15,455]  Ошибка SGDClassifier: 13.41% with params {'loss': 'squared_loss', 'penalty': 'l1', 'learning_rate': 'constant', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:15:25,090]  Ошибка SGDClassifier: 13.22% with params {'loss': 'squared_loss', 'penalty': 'l1', 'learning_rate': 'optimal', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:15:34,728]  Ошибка SGDClassifier: 13.48% with params {'loss': 'squared_loss', 'penalty': 'l1', 'learning_rate': 'optimal', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:15:44,361]  Ошибка SGDClassifier: 12.78% with params {'loss': 'squared_loss', 'penalty': 'l1', 'learning_rate': 'optimal', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:15:53,992]  Ошибка SGDClassifier: 13.46% with params {'loss': 'squared_loss', 'penalty': 'l1', 'learning_rate': 'optimal', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:16:03,674]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'l1', 'learning_rate': 'invscaling', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:16:13,368]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'l1', 'learning_rate': 'invscaling', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:16:23,046]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'l1', 'learning_rate': 'invscaling', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:16:32,750]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'l1', 'learning_rate': 'invscaling', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:16:42,432]  Ошибка SGDClassifier: 15.81% with params {'loss': 'squared_loss', 'penalty': 'l1', 'learning_rate': 'adaptive', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:16:52,134]  Ошибка SGDClassifier: 25.65% with params {'loss': 'squared_loss', 'penalty': 'l1', 'learning_rate': 'adaptive', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:17:01,810]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'l1', 'learning_rate': 'adaptive', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:17:11,469]  Ошибка SGDClassifier: 13.18% with params {'loss': 'squared_loss', 'penalty': 'l1', 'learning_rate': 'adaptive', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:17:21,280]  Ошибка SGDClassifier: 13.63% with params {'loss': 'squared_loss', 'penalty': 'elasticnet', 'learning_rate': 'constant', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:17:31,044]  Ошибка SGDClassifier: 24.71% with params {'loss': 'squared_loss', 'penalty': 'elasticnet', 'learning_rate': 'constant', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:17:40,734]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'elasticnet', 'learning_rate': 'constant', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:17:50,563]  Ошибка SGDClassifier: 12.33% with params {'loss': 'squared_loss', 'penalty': 'elasticnet', 'learning_rate': 'constant', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:18:00,410]  Ошибка SGDClassifier: 12.62% with params {'loss': 'squared_loss', 'penalty': 'elasticnet', 'learning_rate': 'optimal', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:18:10,218]  Ошибка SGDClassifier: 12.85% with params {'loss': 'squared_loss', 'penalty': 'elasticnet', 'learning_rate': 'optimal', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:18:19,996]  Ошибка SGDClassifier: 33.94% with params {'loss': 'squared_loss', 'penalty': 'elasticnet', 'learning_rate': 'optimal', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:18:29,825]  Ошибка SGDClassifier: 14.50% with params {'loss': 'squared_loss', 'penalty': 'elasticnet', 'learning_rate': 'optimal', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:18:39,524]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'elasticnet', 'learning_rate': 'invscaling', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:18:49,213]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'elasticnet', 'learning_rate': 'invscaling', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:18:58,914]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'elasticnet', 'learning_rate': 'invscaling', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:19:08,644]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'elasticnet', 'learning_rate': 'invscaling', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:19:18,463]  Ошибка SGDClassifier: 13.55% with params {'loss': 'squared_loss', 'penalty': 'elasticnet', 'learning_rate': 'adaptive', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:19:28,220]  Ошибка SGDClassifier: 24.60% with params {'loss': 'squared_loss', 'penalty': 'elasticnet', 'learning_rate': 'adaptive', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:19:37,916]  Ошибка SGDClassifier: 27.56% with params {'loss': 'squared_loss', 'penalty': 'elasticnet', 'learning_rate': 'adaptive', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:19:47,740]  Ошибка SGDClassifier: 13.20% with params {'loss': 'squared_loss', 'penalty': 'elasticnet', 'learning_rate': 'adaptive', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:19:56,659]  Ошибка SGDClassifier: 27.51% with params {'loss': 'huber', 'penalty': 'none', 'learning_rate': 'constant', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:20:05,742]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'none', 'learning_rate': 'constant', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:20:14,670]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'none', 'learning_rate': 'constant', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:20:23,599]  Ошибка SGDClassifier: 22.91% with params {'loss': 'huber', 'penalty': 'none', 'learning_rate': 'constant', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:20:32,531]  Ошибка SGDClassifier: 17.12% with params {'loss': 'huber', 'penalty': 'none', 'learning_rate': 'optimal', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:20:41,456]  Ошибка SGDClassifier: 17.55% with params {'loss': 'huber', 'penalty': 'none', 'learning_rate': 'optimal', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:20:50,362]  Ошибка SGDClassifier: 17.06% with params {'loss': 'huber', 'penalty': 'none', 'learning_rate': 'optimal', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:20:59,292]  Ошибка SGDClassifier: 17.66% with params {'loss': 'huber', 'penalty': 'none', 'learning_rate': 'optimal', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:21:08,220]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'none', 'learning_rate': 'invscaling', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:21:17,153]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'none', 'learning_rate': 'invscaling', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:21:26,076]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'none', 'learning_rate': 'invscaling', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:21:35,011]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'none', 'learning_rate': 'invscaling', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:21:43,917]  Ошибка SGDClassifier: 27.51% with params {'loss': 'huber', 'penalty': 'none', 'learning_rate': 'adaptive', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:21:52,841]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'none', 'learning_rate': 'adaptive', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:22:01,760]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'none', 'learning_rate': 'adaptive', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:22:10,677]  Ошибка SGDClassifier: 22.95% with params {'loss': 'huber', 'penalty': 'none', 'learning_rate': 'adaptive', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:22:19,591]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l2', 'learning_rate': 'constant', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:22:28,517]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l2', 'learning_rate': 'constant', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:22:37,419]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l2', 'learning_rate': 'constant', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:22:46,337]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l2', 'learning_rate': 'constant', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:22:55,259]  Ошибка SGDClassifier: 27.51% with params {'loss': 'huber', 'penalty': 'l2', 'learning_rate': 'optimal', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:23:04,189]  Ошибка SGDClassifier: 27.51% with params {'loss': 'huber', 'penalty': 'l2', 'learning_rate': 'optimal', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:23:13,100]  Ошибка SGDClassifier: 27.51% with params {'loss': 'huber', 'penalty': 'l2', 'learning_rate': 'optimal', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:23:22,020]  Ошибка SGDClassifier: 27.51% with params {'loss': 'huber', 'penalty': 'l2', 'learning_rate': 'optimal', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:23:30,950]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l2', 'learning_rate': 'invscaling', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:23:39,882]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l2', 'learning_rate': 'invscaling', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:23:48,818]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l2', 'learning_rate': 'invscaling', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:23:57,756]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l2', 'learning_rate': 'invscaling', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:24:06,678]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l2', 'learning_rate': 'adaptive', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:24:15,596]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l2', 'learning_rate': 'adaptive', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:24:24,518]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l2', 'learning_rate': 'adaptive', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:24:33,442]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l2', 'learning_rate': 'adaptive', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:24:43,070]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l1', 'learning_rate': 'constant', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:24:52,732]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l1', 'learning_rate': 'constant', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:25:02,408]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l1', 'learning_rate': 'constant', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:25:12,008]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l1', 'learning_rate': 'constant', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:25:21,574]  Ошибка SGDClassifier: 27.53% with params {'loss': 'huber', 'penalty': 'l1', 'learning_rate': 'optimal', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:25:31,149]  Ошибка SGDClassifier: 27.53% with params {'loss': 'huber', 'penalty': 'l1', 'learning_rate': 'optimal', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:25:40,724]  Ошибка SGDClassifier: 27.53% with params {'loss': 'huber', 'penalty': 'l1', 'learning_rate': 'optimal', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:25:50,293]  Ошибка SGDClassifier: 27.53% with params {'loss': 'huber', 'penalty': 'l1', 'learning_rate': 'optimal', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:25:59,979]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l1', 'learning_rate': 'invscaling', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:26:09,659]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l1', 'learning_rate': 'invscaling', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:26:19,319]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l1', 'learning_rate': 'invscaling', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:26:28,993]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l1', 'learning_rate': 'invscaling', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:26:38,601]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l1', 'learning_rate': 'adaptive', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:26:48,266]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l1', 'learning_rate': 'adaptive', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:26:57,930]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l1', 'learning_rate': 'adaptive', 'eta0': 0.001}
[LINE:14]# [2019-10-11 18:27:07,521]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'l1', 'learning_rate': 'adaptive', 'eta0': 0.25}
[LINE:14]# [2019-10-11 18:27:17,216]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'elasticnet', 'learning_rate': 'constant', 'eta0': 0.1}
[LINE:14]# [2019-10-11 18:27:26,876]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'elasticnet', 'learning_rate': 'constant', 'eta0': 0.01}
[LINE:14]# [2019-10-11 18:27:36,544]  Ошибка SGDClassifier: 27.56% with params {'loss': 'huber', 'penalty': 'elasticnet', 'learning_rate': 'constant', 'eta0': 0.001}
